id,name,a_column,b_column,c_column,d_column,e_column,f_column,g_column,h_column,i_column,j_column,k_column,l_column,m_column,n_column,o_column,p_column,q_column,r_column,s_column,t_column,u_column,v_column,tab_name,the_cell,project_id,year_1,year_2,year_3,year_4,year_5,year_6,year_7,year_8,year_9,year_10,year_11,year_12,year_3_thru_12,year_1_thru_12,w_column,x_column,y_column,z_column,aa_column,ab_column,short_term,total
1709009,Long-term,5.2,"HVAC package unit (RTU), Replace",20,8,12,50,TON,1200,,Single-year event,,,5,60000,,,,,,,,,Long-term cost input,27.0,246478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,60000.0,,,,,,,,60000.0
2019938,Long-term,5.1,"Unit water heater, Replace",12,6,6,4,EA,1200,,Rolling,0,0,,,,,,,,,,,,,583606,0.0,0.0,0.0,0.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,8400.0,8400.0,,,,,,pca_reserve_desc_22b,,8400.0
1711065,Long-term,4.3.1,"Exterior cleaning, painting, sealing",8,3,5,250000,SF,1,,Single-year event,,,4,250000,,,,,,,,,Long-term cost input,80.0,246480,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,250000.0,,,,,,,,250000.0
2004753,Long-term,6.1,"Common area carpet flooring, Replace",7,3,4,10000,SF,3,,Single-year event,0,0,,,,,,,,,,,,,567661,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,60000.0,60000.0,,,,,,pca_reserve_desc_36b,,60000.0
2005379,Long-term,6.5.2,"Apartment vinyl flooring, Replace",15,14,1,102,EA,200,,Rolling,0,0,,,,,,,,,,,,,567665,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,14000.0,16800.0,,,,,,pca_reserve_desc_40b,,16800.0
1717577,Long-term,5.2,"HVAC package unit (RTU), Replace",20,17,3,20,TON,1200,,Spread,4,5,5,24000,,,,,,,,,Long-term cost input,27.0,246068,0.0,0.0,0.0,4800.0,4800.0,4800.0,4800.0,4800.0,0.0,0.0,0.0,0.0,24000.0,24000.0,,,,,,,,24000.0
2019985,Short-term,3.2.2,"Damaged pavement consisting of linear cracking, alligator cracking, potholes, and surface raveling was present at the drive aisles and parking areas. Sectional full-depth replacement and crack routing/sealing is recommended.",Short-term (12-24 months),1,EA,3000,0,3000.0,,,,,,,,,,,,,,,,,583586,,,,,,,,,,,,,,,,,,,,322s_pavement_def,,3000.0
2000302,Long-term,4.4.1,Roof Maintenance - slate shingles,5,1,4,34000,EA,0.25,,Single-year event,5,0,,,,,,,,,,,,,567678,0.0,0.0,0.0,8500.0,0.0,0.0,0.0,0.0,8500.0,0.0,0.0,0.0,17000.0,17000.0,,,,,,pca_reserve_desc_18b,,17000.0
1709348,Short-term,4.4.1,"Approximately 10,000 SF of the metal panel roof was covered in 2019-2020 with a roll-on membrane. Property representatives provided a copy of the warranty which was in place for 20 years. There was no warranty in place for the original metal roof panels. Partner recommends the continued installation of a membrane on the remainder of the metal roof.",Short-term (12-24 months),98000,SF,3,0,294000.0,,,,,,,,,,,,,,,Short-term cost input,6.0,246077,,,,,,,,,,,,,,,,,,,,,,294000.0
1712953,Short-term,4.4.1,BUR- DETERIORATED CAP SHEET - The low slope roof was in poor condition. The cap sheet had lost a considerable amount of the granules and had deteriorated down to the underlying membrane. ,Short-term (12-24 months),70000,SF,6,0,420000.0,,,,,,,,,,,,,,,Short-term cost input,8.0,246037,,,,,,,,,,,,,,,,,,,,,,420000.0
1709084,Long-term,3.2.2,Asphalt seal coat & striping,5,1,4,85000,SF,0.12,,Single-year event,0,0,3,10200,,,,,,,,,Long-term cost input,79.0,246041,0.0,0.0,0.0,10200.0,0.0,0.0,0.0,0.0,10200.0,0.0,0.0,0.0,20400.0,20400.0,,,,,,,,20400.0
2021506,Long-term,5.2,"HVAC package unit (RTU), Replace",20,18,2,21.50,TON,2700,,Spread,2,2,,,,,,,,,,,,,583590,0.0,29025.0,29025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29025.0,58050.0,,,,,,pca_reserve_desc_25b,,58050.0
2004557,Long-term,6.5.2,"Apartment vinyl, Replace",15,8,7,223,EA,600,,Rolling,0,0,,,,,,,,,,,,,567663,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,54000.0,54000.0,,,,,,pca_reserve_desc_40b,,54000.0
2004554,Long-term,6.1,"Common area FF&E, Replace",15,6,9,1,EA,15000,,Single-year event,0,0,,,,,,,,,,,,,567663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,15000.0,15000.0,,,,,,pca_reserve_desc_36b,,15000.0
2020363,Long-term,5.2,"HVAC boiler, Replace/Refurbish",35,30,5,4,EA,10000,,Rolling,0,0,,,,,,,,,,,,,583601,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,80000.0,80000.0,,,,,,pca_reserve_desc_23b,,80000.0
2017968,Long-term,3.2.9,Pool/spa filtration/circulation equipment replacement,10,5,5,10,EA,20000,,Single-year event,0,0,,,,,,,,,,,,,583591,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,,,,,,pca_reserve_desc_9b,,200000.0
2023518,Long-term,4.4.1,Roof replacement - BUR,20,10,10,354750,SF,4.5,,Single-year event,0,0,,,,,,,,,,,,,583609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596375.0,0.0,0.0,1596375.0,1596375.0,,,,,,pca_reserve_desc_18b,,1596375.0
1708925,Long-term,5.2,"Water-cooled HVAC package unit (RTU), Replace",25,18,7,840,TON,1500,,Spread,7,6,5,1260000,,,,,,,,,Long-term cost input,27.0,246026,0.0,0.0,0.0,0.0,0.0,0.0,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,1260000.0,1260000.0,,,,,,,,1260000.0
2020028,Long-term,4.4.1,Roof replacement - Metal panel,20,15,5,12000,SF,14,,Single-year event,0,0,,,,,,,,,,,,,583555,0.0,0.0,0.0,0.0,168000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168000.0,168000.0,,,,,,pca_reserve_desc_18b,,168000.0
2027929,Long-term,5.2,"Split-system condenser, Replace",20,15,5,2,EA,2500,,Spread,4,2,,,,,,,,,,,,,583560,0.0,0.0,0.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,,,,,,pca_reserve_desc_24b,,5000.0
2020224,Long-term,3.2.2,Asphalt seal coat & striping,5,2,3,380000,SF,0.15,,Single-year event,0,0,,,,,,,,,,,,,583599,0.0,0.0,57000.0,0.0,0.0,0.0,0.0,57000.0,0.0,0.0,0.0,0.0,114000.0,114000.0,,,,,,pca_reserve_desc_49b,,114000.0
1709116,Long-term,6.5.5,"Apartment dryer, Replace",12,11,1,12,EA,,4500,Spread,3,5,6,0,,,,,,,,,Long-term cost input,53.0,246065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0
2005077,Short-term,3.2.2,"Concrete Pavement Repairs 
The concrete drives were observed with areas of cracking, settlement, cracking and spalling. Repair including crack sealing and patching damaged areas is recommended. ",Immediate (0-12 months),7500,SF,6,45000.0,0,,,,,,,,,,,,,,,,,567662,,,,,,,,,,,,,,,,,,,,322s_pavement_def,,45000.0
2027451,Short-term,5.2,"Evaporative cooler, Replace",Short-term (12-24 months),1,EA,5000,0,5000.0,,,,,,,,,,,,,,,,,583573,,,,,,,,,,,,,,,,,9163,,,52c_pu_conddesc,,5000.0
1709354,Long-term,5.2,"Split-system furnace/fan coil, Replace",25,20,5,4,EA,3500,,Spread,5,4,5,14000,,,,,,,,,Long-term cost input,29.0,246077,0.0,0.0,0.0,0.0,3500.0,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.0,14000.0,14000.0,,,,,,,,14000.0
1709400,Long-term,3.2.9,"Swimming pool liner, Resurface",12,3,9,3,EA,12000,12000,Single-year event,,,3,36000,,,,,,,,,Long-term cost input,9.0,246059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36000.0,0.0,0.0,0.0,36000.0,36000.0,,,,,,,,36000.0
1709163,Long-term,4.4.1,Roof replacement - EPDM,20,19,1,48000,SF,6,,Spread,1,3,4,288000,,,,,,,,,Long-term cost input,17.0,246477,96000.0,96000.0,96000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96000.0,288000.0,,,,,,,,288000.0
2018685,Long-term,4.3.1,"Exterior cleaning, painting, sealing",8,3,5,7500,SF,1.5,,Single-year event,0,0,,,,,,,,,,,,,583555,0.0,0.0,0.0,0.0,11250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11250.0,11250.0,,,,,,pca_reserve_desc_53b,,11250.0
2026701,Short-term,4.4.1,"The site escort reported an active leak located at the retail area. In addition, evidence of roof leaks (stained ceiling panels) were observed throughout the building. The affected areas should be repaired or replaced. ",Immediate (0-12 months),1,LS,3000,3000.0,0,,,,,,,,,,,,,,,,,583562,,,,,,,,,,,,,,,,,,,,441f_rfconddesc,,3000.0
1709316,Long-term,5.2,"Chiller Refurbish CH1, CH2, CH3 Water Loop",35,30,5,3,EA,"75,000.00",,Spread,5,3,5,225000,,,,,,,,,Long-term cost input,89.0,246083,0.0,0.0,0.0,0.0,75000.0,75000.0,75000.0,0.0,0.0,0.0,0.0,0.0,225000.0,225000.0,,,,,,,,225000.0
2019537,Long-term,3.2.2,Asphalt seal coat & striping,5,3,2,86210,SF,.20,,Single-year event,0,0,,,,,,,,,,,,,583564,0.0,17242.0,0.0,0.0,0.0,0.0,17242.0,0.0,0.0,0.0,0.0,17242.0,34484.0,51726.0,,,,,,pca_reserve_desc_50b,,51726.0
1712397,Long-term,5.2,Replace HVAC package units,20,15,5,120,TON,1500,,Spread,3,8,5,180000,,,,,,,,,Long-term cost input,84.0,246060,0.0,0.0,22500.0,22500.0,22500.0,22500.0,22500.0,22500.0,22500.0,22500.0,0.0,0.0,180000.0,180000.0,,,,,,,,180000.0
2023554,Short-term,5.2,"Leaking pump serving the cooling towers was observed ahttps://sitelynx.net/transmittal_sheets/add_cost?field_name=52c_cs_conddesc&id=0&long_term=&project_id=583609&section_number=5.2t the roof of production building, causing collecting water at the roof. It is recommended to repair leaking pumps and pipes of the central cooling system.",Immediate (0-12 months),1,LS,10000,10000.0,0,,,,,,,,,,,,,,,,,583609,,,,,,,,,,,,,,,,,,,,52c_cs_conddesc,,10000.0
2023492,Long-term,3.2.2,Asphalt seal coat & striping,5,2,3,160000,SF,0.12,,Single-year event,0,0,,,,,,,,,,,,,583609,0.0,0.0,19200.0,0.0,0.0,0.0,0.0,19200.0,0.0,0.0,0.0,0.0,38400.0,38400.0,,,,,,pca_reserve_desc_49b,,38400.0
2018662,Short-term,4.3.1,Several cracks and brick spalling were observed at isolated areas on the west facade. Repair of the area is recommended. ,Short-term (12-24 months),1,Allowance,2000,0,2000.0,,,,,,,,,,,,,,,,,583584,,,,,,,,,,,,,,,,,,,,describe_facade_issues_in_complete_sentences_43,,2000.0
2000168,Long-term,5.4.1,"Elevator cabs interiors, Replace",10,5,5,2,EA,7500,,Single-year event,0,0,,,,,,,,,,,,,567676,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,15000.0,,,,,,pca_reserve_desc_32b,,15000.0
2019810,Long-term,4.4.1,Roof replacement - TPO,20,15,5,340000,SF,12,,Single-year event,0,0,,,,,,,,,,,,,583606,0.0,0.0,0.0,0.0,4080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4080000.0,4080000.0,,,,,,pca_reserve_desc_18b,,4080000.0
2019186,Short-term,7.0,The addition of one van-accessible parking space and converting one standard accessible space to a van-accessible space is recommended. ,Immediate (0-12 months),2,EA,1000,2000.0,0,,,,,,,,,,,,,,,,,583594,,,,,,,,,,,,,,,,,,,,7z_placeholder_cost,,2000.0
2000959,Long-term,4.4.1,Roof replacement - asphalt shingles,20,10,10,52400,SF,1.75,,Spread,10,4,,,,,,,,,,,,,567677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22925.0,22925.0,22925.0,68775.0,68775.0,,,,,,pca_reserve_desc_18b,,68775.0
1709325,Long-term,3.2.10,Sewage Treatment Aerator Rebuild,15,3,12,7,EA,"2,500.00",,Single-year event,12,5,3,17500,,,,,,,,,Long-term cost input,101.0,246083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,17500.0,17500.0,,,,,,,,17500.0
2021003,Short-term,7.0,"The men's and women's restrooms at the showroom do not provide under-sink pipe protection. The men's restroom at the showroom does not provide grab bars at the toilet area. The restrooms at the showroom have mirrors mounted at non-compliant height. Installation of an under-sink pipe protection method and grab bars, and reconfiguration of the mirrors is recommended.",Immediate (0-12 months),1,Allowance,1000,1000.0,0,,,,,,,,,,,,,,,,,583556,,,,,,,,,,,,,,,,,,,,7z_placeholder_cost,,1000.0
2025650,Short-term,5.3,GFCI receptacles were not observed in wet areas. Contracting with a licensed electrician to install GFCI protection in appropriate locations is recommended.,Immediate (0-12 months),1,LS,100,100.0,0,,,,,,,,,,,,,,,,,583552,,,,,,,,,,,,,,,,,,,,53ab_elecconddesc,,100.0
1999273,Long-term,3.2.9,"Swimming pool liner, Resurface",12,5,7,1,EA,5000,,Single-year event,0,0,,,,,,,,,,,,,567664,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,,,,,,pca_reserve_desc_9b,,5000.0
2020062,Long-term,3.2.2,Asphalt seal coat & striping,5,3,2,220000,SF,.2,,Single-year event,0,0,,,,,,,,,,,,,583606,0.0,44000.0,0.0,0.0,0.0,0.0,44000.0,0.0,0.0,0.0,0.0,44000.0,88000.0,132000.0,,,,,,pca_reserve_desc_49b,,132000.0
1712384,Long-term,3.2.2,Asphalt seal coat & striping,5,1,4,270000,SF,0.12,,Single-year event,,,3,32400,,,,,,,,,Long-term cost input,6.0,246074,0.0,0.0,0.0,32400.0,0.0,0.0,0.0,0.0,32400.0,0.0,0.0,0.0,64800.0,64800.0,,,,,,,,64800.0
1708938,Long-term,5.2,"HVAC package unit (RTU), Replace (RTU 2)",20,15,5,7.5,TON,1200,,Single-year event,0,0,5,9000,,,,,,,,,Long-term cost input,82.0,246377,0.0,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,9000.0,,,,,,,,9000.0
2020375,Long-term,4.3.1,"Exterior cleaning, painting, sealing",10,4,6,30400,SF,1.5,,Single-year event,0,0,,,,,,,,,,,,,583595,0.0,0.0,0.0,0.0,0.0,45600.0,0.0,0.0,0.0,0.0,0.0,0.0,45600.0,45600.0,,,,,,pca_reserve_desc_53b,,45600.0
2021863,Long-term,3.2.2,Asphalt overlay,25,20,5,35000,SF,2.5,,Single-year event,0,0,,,,,,,,,,,,,583577,0.0,0.0,0.0,0.0,87500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87500.0,87500.0,,,,,,pca_reserve_desc_48b,,87500.0
1709102,Short-term,7.0,"Reconfigure two accessible parking spaces for van-accessible parking, including appropriate striped access aisles and van-accessible placard signage. ",Short-term (12-24 months),2,EA,250,0,500.0,,,,,,,,,,,,,,,Short-term cost input,5.0,246065,,,,,,,,,,,,,,,,,,,,,,500.0
2021535,Short-term,7.0,Provide van-accessible parking stall,Immediate (0-12 months),1,EA,750,750.0,0,,,,,,,,,,,,,,,,,583590,,,,,,,,,,,,,,,,,,,,7z_placeholder_cost,,750.0
2018050,Short-term,3.2.2,"Damaged pavement consisting of linear cracking, alligator cracking, potholes, and surface raveling was present at the drive aisles typical of the conditions noted on the southeast corner of the main building. Sectional full-depth replacement and crack routing/sealing is recommended. ",Immediate (0-12 months),6000,SF,4.75,28500.0,0,,,,,,,,,,,,,,,,,583585,,,,,,,,,,,,,,,,,,,,322s_pavement_def,,28500.0
1709160,Short-term,4.4.1,Repair or replace skylight,Immediate (0-12 months),1,LS,3500,3500.0,0,,,,,,,,,,,,,,,Short-term cost input,5.0,246477,,,,,,,,,,,,,,,,,,,,,,3500.0
1712629,Short-term,4.4.1,Several roof penetration joint seals on the Building B roofing system were observed to be deteriorated. Repair of the affected areas is recommended. ,Immediate (0-12 months),1,LS,1500,1500.0,0,,,,,,,,,,,,,,,Short-term cost input,18.0,246344,,,,,,,,,,,,,,,,,,,,,,1500.0
1999428,Short-term,7.0,"ADA Van Accessible Parking Stall Signage
Installation of compliant van-accessible signage at the head of the van-accessible parking space is recommended.",Immediate (0-12 months),1,EA,100,100.0,0,,,,,,,,,,,,,,,,,567672,,,,,,,,,,,,,,,,,,,,7z_placeholder_cost,,100.0
1708932,Short-term,3.2.2,Repair linear and alligator cracking were noted along the front and rear parking areas. ,Short-term (12-24 months),4200,SF,2,0,8400.0,,,,,,,,,,,,,,,Short-term cost input,4.0,246377,,,,,,,,,,,,,,,,,,,,,,8400.0
2001706,Long-term,5.4.1,"Elevator cabs interiors, Replace",10,5,5,2,EA,7500,,Single-year event,0,0,,,,,,,,,,,,,567672,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,15000.0,,,,,,pca_reserve_desc_32b,,15000.0
2018892,Long-term,3.2.2,Asphalt seal coat & striping,5,3,2,80000,SF,0.2,,Single-year event,0,0,,,,,,,,,,,,,583554,0.0,16000.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,16000.0,32000.0,48000.0,,,,,,pca_reserve_desc_50b,,48000.0
1708969,Short-term,3.2.2,Linear cracking was noted at the western entry parking lot. Repair of the noted area is recommended.,Immediate (0-12 months),1,LS,5000,5000.0,0,,,,,,,,,,,,,,,Short-term cost input,4.0,246484,,,,,,,,,,,,,,,,,,,,,,5000.0
2018130,Long-term,4.4.1,Roof replacement - BUR,20,15,5,84946,SF,15,,Single-year event,1,3,,,,,,,,,,,,,583584,0.0,0.0,0.0,0.0,1274190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274190.0,1274190.0,,,,,,pca_reserve_desc_18b,,1274190.0
2022016,Short-term,7.0,Provide additional accessible parking stall,Immediate (0-12 months),1,EA,750,750.0,0,,,,,,,,,,,,,,,,,583583,,,,,,,,,,,,,,,,,,,,7z_placeholder_cost,,750.0
1709322,Long-term,5.5.1,Rebuild Existing Fire Pumps,25,20,5,3,EA,"2,500.00",,Spread,5,3,5,7500,,,,,,,,,Long-term cost input,95.0,246083,0.0,0.0,0.0,0.0,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,7500.0,7500.0,,,,,,,,7500.0
2025495,Long-term,3.2.2,Asphalt seal coat & striping,5,3,2,6500,SF,0.25,,Single-year event,0,0,,,,,,,,,,,,,583560,0.0,1625.0,0.0,0.0,0.0,0.0,1625.0,0.0,0.0,0.0,0.0,1625.0,3250.0,4875.0,,,,,,pca_reserve_desc_50b,,4875.0
2006511,Long-term,6.1,"Multi-Family - Common area FF&E, Replace",10,7,3,1,EA,7500,,Single-year event,0,0,,,,,,,,,,,,,567673,0.0,0.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,7500.0,,,,,,pca_reserve_desc_36b,,7500.0
1709140,Short-term,5.5.2,Annual inspection of the fire alarm control panel,Immediate (0-12 months),1,ALLOW,1000,1000.0,0,,,,,,,,,,,,,,,Short-term cost input,12.0,246481,,,,,,,,,,,,,,,,,,,,,,1000.0
1999330,Short-term,4.5,"Stair/Balcony Railing Repairs
Paint along the balcony and stair railings throughput the property was observed worn and chipped. Surface preparation and repainting is recommended. ",Short-term (12-24 months),18,EA,200,0,3600.0,,,,,,,,,,,,,,,,,567664,,,,,,,,,,,,,,,,,,,,describe_stair_fire_escape_andor_balcony_issues_in_complete_sen,,3600.0
2031319,Short-term,3.2.2,"Linear cracking, and map or alligator cracking were noted at the main entrance driveway on the north side of the property. Repair or sectional replacement of the noted area is recommended. .",Immediate (0-12 months),10000,SF,2.5,25000.0,0,,,,,,,,,,,,,,,,,583592,,,,,,,,,,,,,,,,,,,,322s_pavement_def,,25000.0
2024252,Long-term,5.2,"Split-system condenser, Replace",20,15,5,9,TON,2400,,Single-year event,0,0,,,,,,,,,,,,,583607,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,21600.0,,,,,,pca_reserve_desc_24b,,21600.0
